AGE,SEXE,NB_POLICE,FORMATION,STATUT_MARITAL,LOISIR,EMPLOI,V_MARQUE,V_ANNEE,S_HEURE,NB_VEH_IMPLIQUE,NB_BLESSE,NB_TEMOIN,TYPE_SINISTRE,TYPE_COLLISION,SEV_SINISTRE,AUTORITE,DOMMAGE_MATERIEL,PROCES_VERB,FRAUDE
94,M,7,Aucun,Marié,marche,artisant,BMW,2015,15,1,2,2,Collision isolée,Collision coté,Dommage majeur,Autre,NON,O,N
24,M,3,Professionel,Veuf,kayak,commercant,BMW,2021,12,1,2,3,Vol,?,Bris,Aucun,NON,N,O
49,M,9,Secondaire,Marié,équitation,agriculteur,BMW,2016,9,1,2,3,Vol,Collision frontale,Dommage mineur,Aucun,NON,O,N
44,F,6,Professionel,Divorcé,saut-élastique,commercant,Audi,1999,23,3,1,2,Collision isolée,?,Dommage majeur,Aucun,NON,O,N
68,F,3,Secondaire,Concubinage,chasse,commercant,Audi,2018,20,3,1,3,Vol,?,Bris,Aucun,OUI,N,N
70,M,9,Secondaire,Marié,équitation,professeur,Audi,2005,17,3,1,0,Collision multiple,Collision coté,Dommage majeur,Police,OUI,O,N
95,F,6,Professionel,Divorcé,musique,prof-médicale,Audi,2019,14,3,1,0,Collision isolée,Collision arrière,Perte totale,Police,OUI,N,N
18,F,3,Secondaire,Concubinage,chasse,cadre,Accura,2009,4,2,0,3,Vol,Collision frontale,Bris,Police,OUI,O,N
42,M,9,3ème cycle,Divorcé,golf,cadre,Accura,2021,1,2,0,0,Stationnement,Collision frontale,Dommage mineur,Police,OUI,O,N
44,F,5,3ème cycle,Concubinage,cinéma,prof-médicale,Honda,2019,8,2,1,2,Collision isolée,?,Bris,Aucun,OUI,N,N
38,M,2,Baccalauréat,Célibataire,cross-fit,professeur,Honda,2015,22,2,0,1,Collision multiple,Collision arrière,Perte totale,Aucun,OUI,N,N
63,M,8,3ème cycle,Veuve,parachutisme,professeur,Honda,2021,19,2,0,2,Collision isolée,Collision coté,Dommage majeur,Aucun,?,O,N
65,M,5,3ème cycle,Veuve,cinéma,contremaître,Ford,2018,2,2,1,0,Stationnement,Collision arrière,Dommage mineur,Autre,OUI,N,N
59,M,2,Baccalauréat,Célibataire,cross-fit,sécurité,Suburu,2015,16,2,0,3,Vol,?,Bris,Autre,?,N,O
61,M,7,Baccalauréat,Veuve,golf,technicien,Ford,2017,13,2,2,0,Stationnement,Collision frontale,Dommage mineur,Aucun,?,N,N
68,M,4,Primaire,Veuf,kayak,technicien,Ford,2022,6,1,2,1,Collision multiple,Collision coté,Perte totale,Police,?,O,N
62,M,1,Secondaire,Veuve,danse,artisant,Ford,2019,21,1,2,3,Stationnement,Collision frontale,Dommage mineur,SAMU-SMUR,NON,O,O
64,M,7,Aucun,Marié,marche,employé,Saab,2016,4,1,2,2,Collision isolée,?,Dommage majeur,Aucun,?,N,N
58,M,3,Professionel,Veuf,kayak,contremaître,Saab,2005,18,1,2,1,Collision multiple,Collision arrière,Perte totale,Police,NON,N,N
83,M,9,Secondaire,Marié,équitation,ingénieur,Saab,2019,15,1,2,1,Collision multiple,Collision coté,Dommage majeur,Police,NON,O,N
85,M,7,Aucun,Marié,marche,sans-emploi,Renault,2015,21,1,2,0,Stationnement,Collision arrière,Dommage mineur,Autre,?,O,N
79,M,3,Professionel,Veuf,kayak,commercant,BMW,2005,12,1,2,2,Collision isolée,?,Bris,Aucun,NON,N,N
104,M,9,Secondaire,Marié,équitation,agriculteur,Audi,2019,9,3,2,3,Vol,Collision frontale,Dommage mineur,Aucun,NON,O,N
98,F,7,Aucun,Marié,marche,professeur,Audi,2015,23,3,1,2,Collision isolée,Collision coté,Dommage majeur,Aucun,NON,O,N
100,M,3,Professionel,Veuf,kayak,ouvrier,Mercedes,2005,6,3,2,0,Stationnement,Collision arrière,Perte totale,Autre,NON,N,N
94,F,1,Secondaire,Concubinage,exercise,chauffeur,Mercedes,2019,3,3,2,1,Collision multiple,Collision coté,Perte totale,Autre,NON,O,N
24,F,6,Professionel,Divorcé,saut-élastique,chauffeur,Mercedes,2015,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,Autre,OUI,O,O
79,F,3,Secondaire,Concubinage,chasse,cadre,Accura,2019,20,3,1,3,Vol,?,Bris,Autre,NON,N,O
104,F,9,Professionel,Divorcé,golf,cadre,Accura,2005,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,Autre,OUI,O,O
57,M,5,Baccalauréat,Célibataire,jeu-échecs,ouvrier,Accura,2017,4,2,0,3,Vol,?,Bris,Police,OUI,N,N
59,F,2,Baccalauréat,Veuve,basketball,technicien,Accura,1999,1,2,0,0,Stationnement,Collision frontale,Dommage mineur,Police,?,O,O
107,M,7,Aucun,Célibataire,jeux-vidéo,prof-médicale,Nissan,2005,22,2,0,0,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,?,N,O
91,M,4,Aucun,Marié,jeux-plateau,prof-médicale,Audi,2017,15,1,2,2,Collision isolée,?,Dommage majeur,Pompier,?,O,N
74,M,9,Secondaire,Marié,équitation,professeur,BMW,2021,9,3,2,3,Vol,Collision frontale,Dommage mineur,Aucun,NON,O,N
68,F,7,Professionel,Marié,saut-élastique,contremaître,Audi,2017,23,3,1,2,Collision isolée,?,Dommage majeur,Aucun,NON,O,N
70,M,3,Professionel,Veuf,kayak,sécurité,Nissan,2015,6,1,2,0,Stationnement,Collision arrière,Perte totale,Autre,NON,N,N
95,F,9,Secondaire,Marié,équitation,technicien,Accura,2021,3,3,2,1,Collision multiple,Collision coté,Dommage majeur,Autre,NON,O,N
89,F,6,Professionel,Divorcé,saut-élastique,cadre,Mercedes,2017,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,Autre,OUI,O,O
19,F,2,3ème cycle,Concubinage,chasse,sécurité,Mercedes,1999,14,3,1,1,Collision multiple,Collision arrière,Perte totale,Aucun,OUI,N,N
21,F,9,Secondaire,Concubinage,équitation,artisant,Honda,2020,5,2,1,3,Vol,Collision frontale,Bris,Aucun,OUI,O,N
39,F,6,Professionel,Divorcé,saut-élastique,commercant,Honda,2009,1,2,0,0,Stationnement,Collision arrière,Dommage mineur,Aucun,OUI,N,O
63,M,2,Baccalauréat,Divorcé,chasse,commercant,Accura,2016,19,2,0,1,Collision multiple,Collision coté,Dommage majeur,SAMU-SMUR,?,O,N
24,M,8,3ème cycle,Veuve,parachutisme,employé,Honda,2005,1,2,0,0,Stationnement,Collision arrière,Dommage mineur,Aucun,OUI,O,N
18,M,5,Aucun,Célibataire,jeu-échecs,contremaître,Honda,2021,16,2,0,2,Collision isolée,?,Bris,Police,?,N,N
43,M,1,Primaire,Veuve,danse,ingénieur,Ford,2016,13,1,0,3,Vol,Collision frontale,Dommage mineur,Police,?,O,N
44,M,8,3ème cycle,Veuve,parachutisme,agriculteur,Ford,1999,19,2,0,2,Collision isolée,Collision coté,Dommage majeur,Autre,OUI,O,N
39,M,4,Aucun,Célibataire,jeu-échecs,commercant,Saab,2021,10,1,0,0,Stationnement,Collision arrière,Perte totale,Aucun,?,N,N
40,M,2,Baccalauréat,Célibataire,cross-fit,professeur,Saab,2017,0,1,0,3,Vol,Collision frontale,Bris,Aucun,?,N,O
58,M,8,3ème cycle,Veuve,parachutisme,professeur,Fiat,2019,18,3,2,0,Stationnement,Collision arrière,Perte totale,SAMU-SMUR,NON,N,N
18,M,4,Primaire,Veuf,kayak,chauffeur,Saab,2016,0,1,2,3,Vol,?,Bris,Aucun,?,N,O
43,M,1,Secondaire,Marié,équitation,chauffeur,Saab,2022,21,1,2,0,Stationnement,Collision frontale,Dommage mineur,Aucun,NON,O,N
68,M,6,Professionel,Veuf,musique,ouvrier,Saab,2017,18,1,2,0,Collision multiple,Collision arrière,Perte totale,Police,NON,N,N
63,F,3,Secondaire,Concubinage,chasse,chauffeur,Renault,2005,9,3,1,3,Vol,Collision frontale,Bris,Police,NON,O,N
64,M,9,Secondaire,Marié,équitation,cadre,Renault,2021,15,1,2,1,Collision isolée,Collision coté,Dommage majeur,Aucun,NON,O,N
59,M,6,Professionel,Veuf,musique,sécurité,Renault,2009,12,3,2,2,Collision isolée,?,Bris,Aucun,NON,N,N
19,F,3,Secondaire,Concubinage,jeux-plateau,technicien,Peugeot,2022,17,2,2,3,Vol,Collision frontale,Bris,SAMU-SMUR,NON,O,N
108,F,8,Professionel,Divorcé,golf,cadre,Peugeot,2015,20,2,1,2,Collision isolée,?,Bris,SAMU-SMUR,OUI,N,N
61,M,6,Secondaire,Concubinage,cinéma,ingénieur,Peugeot,2022,10,2,0,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,OUI,N,N
86,M,3,3ème cycle,Divorcé,danse,ingénieur,Peugeot,2017,7,2,0,2,Collision isolée,Collision coté,Dommage majeur,SAMU-SMUR,?,O,N
88,M,8,3ème cycle,Concubinage,exercise,contremaître,Accura,1999,14,2,1,0,Stationnement,Collision arrière,Dommage mineur,Police,OUI,N,N
18,M,5,Baccalauréat,Célibataire,saut-élastique,ingénieur,Accura,2020,11,2,0,1,Collision multiple,Collision coté,Perte totale,Police,OUI,O,N
107,M,1,Primaire,Veuve,danse,technicien,Nissan,2015,7,2,0,2,Stationnement,Collision frontale,Dommage mineur,Police,OUI,O,N
37,M,7,Aucun,Célibataire,jeux-vidéo,contremaître,Accura,1999,22,2,0,0,Stationnement,Collision arrière,Perte totale,SAMU-SMUR,?,N,N
39,M,5,Baccalauréat,Célibataire,jeu-échecs,agriculteur,Volkswagen,2018,12,2,0,3,Vol,Collision frontale,Bris,SAMU-SMUR,OUI,N,N
63,M,2,3ème cycle,Veuve,danse,agriculteur,Volkswagen,2009,9,1,2,0,Stationnement,Collision frontale,Dommage mineur,SAMU-SMUR,NON,O,N
81,M,8,Aucun,Célibataire,jeux-vidéo,sans-emploi,Volkswagen,2020,6,1,2,1,Collision multiple,Collision arrière,Perte totale,Pompier,NON,N,N
83,M,4,Primaire,Veuf,camping,agriculteur,Ford,2018,13,1,2,3,Vol,Collision frontale,Bris,Police,?,O,N
77,M,2,Secondaire,Marié,équitation,artisant,Ford,2009,3,1,2,2,Collision isolée,Collision coté,Dommage majeur,Police,NON,O,N
79,M,6,Aucun,Veuf,jeux-vidéo,commercant,Ford,2020,0,1,2,2,Vol,?,Bris,SAMU-SMUR,NON,N,O
104,M,4,Primaire,Veuf,kayak,professeur,Fiat,2016,7,1,2,1,Collision multiple,Collision coté,Perte totale,Aucun,?,O,N
98,M,9,Secondaire,Marié,équitation,chauffeur,Saab,2009,21,1,2,3,Stationnement,Collision frontale,Dommage mineur,Police,NON,O,N
100,M,7,Aucun,Marié,jeux-vidéo,sécurité,Renault,2021,12,3,2,2,Collision isolée,?,Dommage majeur,Police,?,N,N
23,M,4,Primaire,Veuf,kayak,technicien,Renault,2016,8,3,1,3,Vol,Collision frontale,Bris,Police,NON,N,O
78,F,9,Professionel,Divorcé,golf,prof-médicale,Renault,2020,12,3,1,2,Collision isolée,?,Dommage majeur,Police,NON,N,N
102,F,6,Secondaire,Concubinage,cinéma,cadre,Renault,2015,8,3,1,3,Vol,Collision frontale,Bris,Police,NON,N,O
32,F,3,Professionel,Divorcé,basketball,cadre,Renault,2021,5,3,1,0,Stationnement,Collision frontale,Dommage mineur,Police,OUI,O,O
80,M,8,Baccalauréat,Célibataire,jeux-vidéo,professeur,Chevrolet,2005,16,2,0,3,Vol,?,Bris,Pompier,OUI,N,O
82,F,5,Baccalauréat,Divorcé,saut-élastique,technicien,Chevrolet,2022,23,2,1,1,Collision multiple,Collision coté,Dommage majeur,SAMU-SMUR,OUI,O,N
76,M,1,3ème cycle,Célibataire,danse,prof-médicale,Chevrolet,2009,10,2,0,0,Collision multiple,Collision arrière,Perte totale,Autre,?,N,N
60,M,7,Primaire,Veuve,parachutisme,cadre,BMW,2020,7,1,0,1,Collision multiple,Collision coté,Dommage majeur,Autre,?,O,N
61,M,5,3ème cycle,Veuve,camping,employé,BMW,2016,21,1,0,0,Stationnement,Collision arrière,Dommage mineur,Autre,?,O,N
79,M,2,Baccalauréat,Célibataire,cross-fit,employé,BMW,2022,18,1,2,1,Collision multiple,Collision arrière,Perte totale,Autre,NON,N,N
81,M,7,Primaire,Veuve,parachutisme,ingénieur,Nissan,2020,1,1,0,3,Vol,Collision frontale,Bris,Pompier,?,O,N
106,M,4,Aucun,Marié,jeux-plateau,employé,Nissan,2009,22,1,2,0,Stationnement,Collision arrière,Dommage mineur,Pompier,?,N,N
100,M,9,Professionel,Veuf,lecture,contremaître,Nissan,2022,12,1,2,3,Vol,?,Bris,Autre,NON,N,O
30,M,6,Secondaire,Marié,marche,ingénieur,Nissan,2017,9,1,2,3,Vol,Collision frontale,Dommage mineur,Autre,NON,O,N
32,M,4,Aucun,Marié,jeux-plateau,sans-emploi,Mercedes,1999,6,3,2,0,Collision isolée,?,Dommage majeur,Autre,NON,N,N
56,M,1,Primaire,Veuf,lecture,sans-emploi,Mercedes,2019,12,1,2,3,Vol,?,Bris,Autre,NON,N,O
51,M,6,Secondaire,Marié,marche,agriculteur,Toyota,2017,3,3,2,1,Collision multiple,Collision coté,Dommage majeur,Pompier,NON,O,N
76,F,3,Professionel,Divorcé,kayak,sans-emploi,Toyota,2022,0,3,1,2,Collision isolée,?,Dommage majeur,Pompier,NON,N,N
70,F,1,3ème cycle,Veuf,exercise,prof-médicale,Accura,2021,14,3,1,1,Collision multiple,Collision arrière,Perte totale,Pompier,OUI,O,N
84,F,5,3ème cycle,Concubinage,cinéma,sans-emploi,Mercedes,2019,14,3,1,0,Stationnement,Collision arrière,Perte totale,Aucun,OUI,N,N
79,M,3,Baccalauréat,Célibataire,cross-fit,agriculteur,Honda,2015,4,2,0,3,Vol,Collision frontale,Bris,Aucun,OUI,N,O
103,M,8,3ème cycle,Veuve,parachutisme,agriculteur,Honda,2021,1,2,0,0,Stationnement,Collision frontale,Dommage mineur,Aucun,?,O,N
105,F,5,3ème cycle,Concubinage,cinéma,prof-médicale,Ford,2018,8,2,1,2,Collision isolée,?,Bris,Autre,OUI,N,N
99,M,2,Baccalauréat,Célibataire,cross-fit,ouvrier,Suburu,2015,22,2,0,1,Collision multiple,Collision arrière,Perte totale,Autre,OUI,N,N
29,M,8,Primaire,Veuve,parachutisme,professeur,Suburu,2021,19,2,0,2,Collision isolée,Collision coté,Dommage majeur,Autre,?,O,N
24,M,5,3ème cycle,Veuve,cinéma,contremaître,Saab,2018,10,1,2,0,Stationnement,Collision arrière,Dommage mineur,Aucun,?,N,N
25,M,2,Baccalauréat,Célibataire,cross-fit,sécurité,Chevrolet,2015,16,2,0,3,Vol,?,Bris,Pompier,?,N,N
20,M,8,Primaire,Célibataire,parachutisme,cadre,BMW,1999,7,1,0,1,Collision multiple,Collision coté,Perte totale,Autre,?,O,N
45,M,4,Aucun,Marié,jeux-plateau,sécurité,BMW,2017,4,1,2,2,Collision isolée,?,Dommage majeur,Autre,?,N,N
46,M,1,Aucun,Célibataire,cross-fit,employé,BMW,2015,10,2,0,1,Collision multiple,Collision arrière,Perte totale,Pompier,?,N,N
41,M,7,Primaire,Veuf,parachutisme,ingénieur,Nissan,2022,1,1,2,3,Vol,Collision frontale,Bris,Pompier,?,O,N
42,M,5,Primaire,Veuve,camping,agriculteur,Nissan,2017,21,1,2,0,Collision isolée,Collision coté,Dommage majeur,Pompier,?,O,N
67,M,1,Aucun,Célibataire,cross-fit,sans-emploi,Nissan,1999,12,1,0,2,Collision isolée,?,Bris,Autre,NON,N,N
85,M,7,Primaire,Veuve,parachutisme,chauffeur,Mercedes,2020,9,3,2,3,Vol,Collision frontale,Dommage mineur,Autre,NON,O,N
86,M,4,Aucun,Marié,jeux-plateau,agriculteur,Volkswagen,2017,15,1,2,2,Collision isolée,Collision coté,Dommage majeur,SAMU-SMUR,?,O,N
111,M,1,Professionel,Veuf,lecture,sans-emploi,Volkswagen,1999,12,1,2,3,Vol,?,Bris,SAMU-SMUR,NON,N,O
106,F,6,Secondaire,Marié,marche,chauffeur,Volkswagen,2018,9,1,2,3,Stationnement,Collision frontale,Dommage mineur,Pompier,NON,O,N
36,F,3,Professionel,Divorcé,basketball,sans-emploi,Toyota,2009,23,3,1,2,Collision isolée,?,Dommage majeur,Pompier,NON,N,N
37,M,9,Professionel,Veuf,lecture,prof-médicale,Toyota,2022,6,1,2,0,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,NON,N,N
62,M,6,Secondaire,Marié,marche,cadre,Toyota,2017,11,3,2,1,Collision multiple,Collision coté,Dommage majeur,Autre,NON,O,N
56,F,3,Professionel,Divorcé,basketball,prof-médicale,Fiat,2009,17,3,1,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,NON,O,O
81,F,9,Secondaire,Concubinage,exercise,prof-médicale,Fiat,2020,14,3,1,1,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,OUI,N,N
76,M,6,Baccalauréat,Marié,saut-élastique,ingénieur,Chevrolet,2017,5,2,1,3,Vol,Collision frontale,Dommage mineur,Pompier,OUI,O,N
101,M,3,3ème cycle,Veuve,chasse,prof-médicale,Chevrolet,2022,2,2,0,0,Stationnement,Collision arrière,Dommage mineur,Pompier,OUI,N,N
102,F,8,3ème cycle,Concubinage,exercise,contremaître,Chevrolet,2020,8,3,1,3,Vol,?,Bris,SAMU-SMUR,OUI,N,O
32,F,5,Baccalauréat,Divorcé,saut-élastique,ingénieur,Chevrolet,2009,5,3,1,3,Vol,Collision frontale,Dommage mineur,SAMU-SMUR,OUI,O,N
27,M,2,3ème cycle,Veuve,danse,contremaître,Peugeot,2022,19,2,0,2,Collision isolée,?,Dommage majeur,SAMU-SMUR,OUI,N,N
51,M,8,Baccalauréat,Célibataire,jeux-vidéo,contremaître,Peugeot,2017,16,2,0,3,Vol,?,Bris,SAMU-SMUR,OUI,N,O
46,F,5,Baccalauréat,Divorcé,saut-élastique,agriculteur,Nissan,2009,7,1,0,1,Collision multiple,Collision coté,Dommage majeur,Pompier,?,O,N
47,M,2,3ème cycle,Veuve,danse,commercant,Accura,2022,13,2,0,0,Stationnement,Collision frontale,Dommage mineur,Police,OUI,O,N
42,M,8,Aucun,Concubinage,jeux-vidéo,employé,Accura,2019,4,1,0,2,Collision isolée,?,Bris,SAMU-SMUR,?,N,N
67,M,4,Primaire,Veuf,camping,artisant,Accura,1999,1,1,0,3,Vol,Collision frontale,Bris,SAMU-SMUR,?,O,N
92,M,1,Aucun,Marié,équitation,commercant,Volkswagen,2019,22,1,2,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,?,N,N
93,M,7,Aucun,Célibataire,jeux-vidéo,ouvrier,Volkswagen,2016,4,2,0,2,Vol,?,Bris,Police,?,N,O
23,M,4,Primaire,Veuve,camping,professeur,Volkswagen,2022,1,1,0,3,Vol,Collision frontale,Dommage mineur,Pompier,?,O,N
18,M,1,Aucun,Marié,équitation,ouvrier,Ford,2019,15,1,2,2,Collision isolée,?,Dommage majeur,Police,?,O,N
107,M,7,Aucun,Veuf,jeux-vidéo,ouvrier,Ford,2009,12,1,2,3,Vol,?,Bris,Police,NON,N,O
37,F,4,Secondaire,Veuve,jeux-plateau,technicien,Ford,2020,3,3,2,1,Collision multiple,Collision coté,Dommage majeur,SAMU-SMUR,NON,O,N
92,M,9,Professionel,Veuf,lecture,prof-médicale,Ford,2015,6,1,2,0,Stationnement,Collision arrière,Perte totale,SAMU-SMUR,NON,N,N
45,F,6,Baccalauréat,Divorcé,saut-élastique,chauffeur,Toyota,2016,23,3,1,2,Collision isolée,?,Dommage majeur,Pompier,NON,O,N
70,F,2,3ème cycle,Concubinage,chasse,ouvrier,Toyota,2005,14,2,1,0,Stationnement,Collision arrière,Perte totale,Autre,OUI,N,N
95,M,8,Baccalauréat,Célibataire,golf,professeur,Nissan,2016,11,2,1,1,Collision multiple,Collision coté,Perte totale,Autre,OUI,O,N
26,M,4,Aucun,Marié,jeu-échecs,ouvrier,BMW,2018,18,1,2,0,Collision multiple,Collision arrière,Perte totale,Aucun,NON,N,N
51,M,1,Primaire,Veuf,lecture,professeur,Audi,2009,1,1,2,3,Vol,Collision frontale,Bris,Pompier,?,O,N
45,M,6,Secondaire,Marié,marche,chauffeur,Nissan,1999,15,1,2,1,Collision isolée,Collision coté,Dommage majeur,Autre,NON,O,N
100,M,4,Primaire,Veuf,kayak,prof-médicale,Audi,2015,2,1,2,1,Collision multiple,Collision arrière,Perte totale,Aucun,NON,N,N
95,F,9,Secondaire,Concubinage,équitation,professeur,Mercedes,2005,9,3,2,3,Vol,Collision frontale,Bris,Autre,NON,O,N
89,F,7,Professionel,Marié,marche,technicien,Mercedes,2020,23,3,1,2,Collision isolée,Collision coté,Dommage majeur,Autre,OUI,O,N
91,F,3,Professionel,Veuf,kayak,sécurité,Mercedes,2015,6,3,2,0,Stationnement,Collision arrière,Perte totale,Pompier,NON,N,N
21,F,9,Secondaire,Concubinage,équitation,technicien,Toyota,1999,3,3,1,1,Collision multiple,Collision coté,Perte totale,Pompier,NON,O,N
46,F,6,Professionel,Divorcé,saut-élastique,contremaître,Honda,2018,23,3,1,2,Collision isolée,?,Dommage majeur,Pompier,NON,O,N
40,F,2,3ème cycle,Concubinage,chasse,sécurité,Toyota,2015,14,3,1,0,Stationnement,Collision arrière,Perte totale,Autre,OUI,N,N
65,M,8,Baccalauréat,Divorcé,golf,technicien,Suburu,2021,11,2,1,1,Collision multiple,Collision coté,Dommage majeur,Autre,OUI,O,N
66,F,6,Professionel,Divorcé,saut-élastique,artisant,Suburu,2017,1,2,1,0,Stationnement,Collision frontale,Dommage mineur,Autre,NON,O,O
20,M,2,Baccalauréat,Célibataire,cross-fit,ingénieur,Ford,2019,4,2,0,3,Vol,Collision frontale,Bris,Autre,OUI,O,N
44,M,8,3ème cycle,Veuve,exercise,commercant,Ford,2005,16,1,2,2,Collision isolée,?,Dommage majeur,Police,?,N,N
93,M,5,Primaire,Célibataire,kayak,agriculteur,Ford,2019,12,1,2,3,Vol,Collision frontale,Bris,Police,?,N,O
94,M,1,Primaire,Veuve,danse,artisant,Suburu,2017,19,2,0,1,Collision multiple,Collision coté,Dommage majeur,Aucun,?,O,N
89,M,7,Aucun,Marié,marche,employé,Saab,2005,9,1,2,0,Stationnement,Collision arrière,Dommage mineur,Aucun,?,N,N
18,M,4,Primaire,Veuf,kayak,employé,Saab,2019,6,1,2,1,Collision multiple,Collision arrière,Perte totale,Aucun,?,N,N
20,M,1,Primaire,Veuve,danse,chauffeur,Renault,2016,13,1,0,3,Vol,Collision frontale,Dommage mineur,Autre,?,O,N
109,M,7,Aucun,Marié,marche,sans-emploi,BMW,2005,3,1,2,2,Collision isolée,Collision coté,Dommage majeur,Autre,?,O,N
104,M,4,Aucun,Célibataire,jeu-échecs,prof-médicale,BMW,2021,18,3,2,0,Stationnement,Collision arrière,Perte totale,Aucun,NON,N,N
34,F,1,Secondaire,Veuf,danse,cadre,Audi,2016,15,3,2,1,Collision multiple,Collision coté,Perte totale,Aucun,NON,O,N
35,M,7,Aucun,Marié,marche,professeur,Nissan,2005,21,1,2,0,Stationnement,Collision frontale,Dommage mineur,Pompier,NON,O,N
30,F,3,Professionel,Veuf,kayak,ouvrier,Mercedes,2021,12,3,2,2,Collision isolée,?,Bris,Autre,NON,N,N
31,M,1,Primaire,Veuf,lecture,sécurité,Mercedes,2018,18,1,2,1,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,NON,N,N
56,M,7,Secondaire,Marié,marche,technicien,Mercedes,1999,15,1,2,2,Collision isolée,Collision coté,Dommage majeur,Pompier,NON,O,N
51,F,3,Professionel,Divorcé,kayak,sécurité,Toyota,2021,6,3,1,0,Stationnement,Collision arrière,Dommage mineur,Pompier,NON,N,O
76,F,9,Secondaire,Concubinage,exercise,technicien,Toyota,2015,2,3,1,1,Collision multiple,Collision coté,Perte totale,Pompier,NON,O,N
100,F,6,Professionel,Divorcé,saut-élastique,technicien,Toyota,2021,23,3,1,2,Collision isolée,Collision coté,Dommage majeur,Pompier,NON,O,N
95,F,3,3ème cycle,Veuf,chasse,commercant,Suburu,2018,14,2,1,0,Stationnement,Collision arrière,Perte totale,Autre,OUI,N,N
96,F,9,Secondaire,Concubinage,exercise,artisant,Fiat,2015,20,3,1,3,Vol,Collision frontale,Bris,SAMU-SMUR,NON,N,O
26,F,6,Professionel,Divorcé,saut-élastique,artisant,Fiat,2021,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,SAMU-SMUR,OUI,O,O
74,M,2,Baccalauréat,Célibataire,cross-fit,contremaître,Suburu,2005,4,2,0,3,Vol,?,Bris,Autre,OUI,N,O
76,F,8,Baccalauréat,Divorcé,golf,agriculteur,Saab,2021,11,2,1,1,Collision multiple,Collision coté,Dommage majeur,Pompier,OUI,O,N
70,M,5,3ème cycle,Veuve,camping,commercant,Chevrolet,2018,1,2,0,0,Stationnement,Collision arrière,Dommage mineur,Pompier,OUI,O,N
72,F,2,3ème cycle,Concubinage,chasse,ouvrier,Chevrolet,2015,16,2,1,2,Collision isolée,?,Bris,Autre,?,N,N
90,M,8,Baccalauréat,Divorcé,golf,professeur,BMW,2021,13,1,0,3,Vol,Collision frontale,Bris,Autre,?,O,N
91,M,5,3ème cycle,Veuve,camping,chauffeur,Peugeot,2018,19,2,0,2,Collision isolée,Collision coté,Dommage majeur,SAMU-SMUR,?,O,N
86,M,2,Aucun,Célibataire,cross-fit,sans-emploi,Nissan,2015,10,1,0,0,Stationnement,Collision arrière,Perte totale,Pompier,?,N,N
87,M,8,Baccalauréat,Célibataire,jeux-vidéo,prof-médicale,Nissan,1999,16,2,0,3,Vol,?,Bris,Police,OUI,N,O
17,M,5,Primaire,Veuve,camping,cadre,Nissan,2017,13,2,0,0,Stationnement,Collision frontale,Dommage mineur,Police,?,O,N
107,M,1,Aucun,Marié,cross-fit,prof-médicale,Volkswagen,2015,4,1,2,2,Collision isolée,?,Dommage majeur,SAMU-SMUR,?,N,N
38,F,6,Secondaire,Concubinage,marche,professeur,Chevrolet,2016,21,3,1,3,Vol,Collision frontale,Bris,Police,NON,O,N
32,F,3,Baccalauréat,Divorcé,basketball,chauffeur,Chevrolet,2021,17,3,1,0,Stationnement,Collision arrière,Dommage mineur,Pompier,NON,N,O
87,F,9,Secondaire,Concubinage,exercise,prof-médicale,Chevrolet,2016,22,2,1,1,Collision multiple,Collision arrière,Perte totale,Pompier,NON,N,N
82,F,5,Baccalauréat,Divorcé,saut-élastique,professeur,Peugeot,2009,5,2,1,3,Vol,Collision frontale,Dommage mineur,SAMU-SMUR,OUI,O,N
76,M,3,3ème cycle,Divorcé,danse,contremaître,Peugeot,2021,19,2,0,2,Collision isolée,?,Dommage majeur,SAMU-SMUR,OUI,O,N
101,M,9,Baccalauréat,Concubinage,jeux-vidéo,ouvrier,Peugeot,2016,16,2,0,3,Vol,?,Bris,SAMU-SMUR,?,N,O
103,M,5,Baccalauréat,Célibataire,saut-élastique,technicien,Accura,2009,23,2,1,1,Collision multiple,Collision coté,Perte totale,Police,OUI,O,N
97,M,2,3ème cycle,Veuve,danse,cadre,Accura,2021,13,2,0,0,Stationnement,Collision frontale,Dommage mineur,Police,?,O,N
99,M,8,3ème cycle,Concubinage,exercise,employé,Accura,2016,20,2,1,2,Collision isolée,?,Bris,Aucun,OUI,N,N
29,M,5,Baccalauréat,Célibataire,saut-élastique,artisant,Volkswagen,1999,1,2,0,3,Vol,Collision frontale,Bris,SAMU-SMUR,OUI,O,N
23,M,2,Primaire,Veuve,danse,ingénieur,Honda,2021,7,2,0,2,Collision isolée,Collision coté,Dommage majeur,Police,?,O,N
18,M,8,Aucun,Veuve,exercise,sans-emploi,Ford,2018,22,1,2,0,Stationnement,Collision arrière,Dommage mineur,Police,?,N,O
